name,name_en,type,type_en,address,sum_district_name,sum_district_type ,bag_khoroo_name,bag_khoroo_type,3_word_address,address_en,timetable,timetable_en,phone,mon,tue,wed,thu,fri,sat,sun,open_time,close_time,
Ханбогд Тооцооны төв,Hanbogd Branch,branch,тооцооны төв,"Ханбогд сум, Цаг-Уурын-2 гудамж, 6 тоот, Их Өлзийт төвийн 2-р давхарт
3 үгт хаяг: ///далайн.хураах.итгэмжлэл",Ханбогд,сум,,,///далайн.хураах.итгэмжлэл,"Ikh Ulziit center 2nd floor, Tsag Uur-2 street, #8, Khanbogd soum
What3Words: /// sharpens.ladles.worthier","Даваа - Баасан: 8:30-16:30
Бямба, Ням: Амарна","Monday - Friday: 8:30am-4:30pm
Saturday, Sunday: Сlosed",1800-1888,1,1,1,1,1,0,0,08:30:00,16:30:00,
Хан-Уул тооцооны төв,Han-Uul Branch,branch,тооцооны төв,"Хан-Уул дүүрэг, 2-р хороо, BSB megamall-н баруун талд Ноос Импекс ХХК-н үйлчилгээний байрны 1 давхарт
3 үгт хаяг: ///хэвлий.ээлжлэх.элээх",Хан-Уул,дүүрэг,"Хан-Уул дүүрэг, 2-р",хороо,///хэвлий.ээлжлэх.элээх,"1st floor of Noos Impex building, 2nd khoroo, Khan-Uul district
What3Words: /// headed.legroom.arrival","Даваа - Баасан: 8:30-16:30
Бямба, Ням: Амарна","Monday - Friday: 8:30am-4:30pm
Saturday, Sunday: Сlosed",1800-1888,1,1,1,1,1,0,0,08:30:00,16:30:00,
Налайх салбар,Nalaih Branch,branch,салбар,"Налайх дүүрэг, 2-р хороо, Дамдины гудамж, Хасбанкны  байр
3 үгт хаяг: ///оосор.цэгт.хэмнэлттэй",Налайх,дүүрэг,"Налайх дүүрэг, 2-р",хороо,///оосор.цэгт.хэмнэлттэй,"XacBank building, 2nd horoo, Damdin street, Nalaikh district
What3Words: /// psychotics.martyr.canal","Даваа - Баасан: 8:30-16:30
Бямба, Ням: Амарна","Monday - Friday: 8:30am-4:30pm
Saturday, Sunday: Сlosed",1800-1888,1,1,1,1,1,0,0,08:30:00,16:30:00,
Ард салбар,Ard Branch,branch,салбар,"Чингэлтэй дүүрэг, 1-р хороо, Худалдааны гудамж, Бага тойруу-1, Цэцэг төвийн 2-р давхарт
3 үгт хаяг: ///шидтэн.хоршоо.үнэнч",Чингэлтэй,дүүрэг,#VALUE!,баг,///шидтэн.хоршоо.үнэнч,"2nd floor of Flower center, 1st horoo, Baga toiruu, Chingeltei district
What3Words: ///butlers.verse.gazes","Даваа - Баасан: 8:30-16:30
Бямба, Ням: Амарна","Monday - Friday: 8:30am-4:30pm
Saturday, Sunday: Сlosed",1800-1888,1,1,1,1,1,0,0,08:30:00,16:30:00,
Түшиг салбар,Tushig Branch,branch,салбар,"Сүхбаатар дүүрэг, 4-р хороо, Сөүлийн гудамж, ""Түшиг"" төвийн 1 давхарт
3 үгт хаяг: ///соёлч.баримтлах.тавилга",Сүхбаатар,дүүрэг,"Сүхбаатар дүүрэг, 4-р",хороо,///соёлч.баримтлах.тавилга,"1st floor, Tushig center, Seoul street, 4th horoo, Sukhbaatar district
What3Words: /// joys.ally.reduction","Даваа - Баасан: 8:30-16:30
Бямба, Ням: Амарна","Monday - Friday: 8:30am-4:30pm
Saturday, Sunday: Сlosed",1800-1888,1,1,1,1,1,0,0,08:30:00,16:30:00,
Зуун айл тооцооны төв,Zuun ail branch,branch,тооцооны төв,"Сүхбаатар дүүрэг, 10-р хороо,  Цагдаагийн  гудамж, ""АМО төв""-ийн 1-р давхар
3 үгт хаяг: ///өсгөлт.тойруу.чангаанз",Сүхбаатар,дүүрэг,"Сүхбаатар дүүрэг, 10-р",хороо,///өсгөлт.тойруу.чангаанз,"1st floor, AMO center, Police street, 10th khoroo, Sukhbaatar district
What3Words: /// cuddling.acting.crisp","Даваа - Баасан: 8:30-16:30
Бямба, Ням: Амарна
","Monday - Friday: 8:30am-04:30pm
Saturday, Sunday: Сlosed",1800-1888,1,1,1,1,1,0,0,08:30:00,16:30:00,
Яармаг тооцооны төв,Yarmag Branch,branch,тооцооны төв,"ХУД, 5-р хороо, Яармаг, Наадамчдын зам 929, Хоорс Моторс, 2-р давхарт
3 үгт хаяг: ///буцах.хэвээрээ.тэгшлэх",,0,"ХУД, 5-р",хороо,///буцах.хэвээрээ.тэгшлэх,"Horse Motors, Naadamchid road 929, Yarmag, 5th khoroo, Khan-Uul district
What3Words: ///results.poses.puzzled","Даваа - Баасан: 8:30-16:30
Бямба, Ням: Амарна","Monday - Friday: 8:30am-4:30pm
Saturday, Sunday: Сlosed",1800-1888,1,1,1,1,1,0,0,08:30:00,16:30:00,
Өнөр тооцооны төв,Unur Branch,branch,тооцооны төв,"Сонгинохайрхан дүүрэг, 17-р хороо, 1-р хороолол, Москвагийн өргөн чөлөө АОС-43/Б байр /Хархорин, Сандэй-2 худалдааны төвийн замын хойд талд/ 
3 үгт хаяг: ///нийлэмж.торго.зохистой",Сонгинохайрхан,дүүрэг,"Сонгинохайрхан дүүрэг, 17-р",хороо,///нийлэмж.торго.зохистой,"Building, АОС-43/B, 1st khoroolol, 17th horoo, Moscow Avenue, Songinokhairkhan 
What3Words: /// swooning.moderated.unique","Даваа - Баасан: 8:30-16:30
Бямба, Ням: Амарна","Monday - Friday: 8:30am-4:30pm
Saturday, Sunday: Сlosed",1800-1888,1,1,1,1,1,0,0,08:30:00,16:30:00,
ХасБанк төв байр ATM,KhasBank Central ATM,atm,,"8-р хороо, Ерөнхий сайд Амарын гудамж 
/Сүхбаатарын талбайн зүүн талд, ХасБанк төв байр/",,0,8-р,хороо,,"Micro-region #8, Prime Minister Amar`s Street, XacBank HQ Building",24 цаг,24 hour,1800-1888,1,1,1,1,1,1,1,00:00:00,23:59:00,
Оргил салбар,Orgil Branch,branch,салбар,"Хан-Уул дүүрэг, 15-р хороо, Үйлдвэр зайсангийн гудамж-21, ""Газар шилтгээн"" цогцолборын 2-р давхарт /Зайсан, ""Оргил"" худалдааны төв, 2-р давхарт/
3 үгт хаяг: ///үнэлгээ.урих.цэцгэн",Хан-Уул,дүүрэг,"Хан-Уул дүүрэг, 15-р",хороо,///үнэлгээ.урих.цэцгэн," 2nd floor, ""Gazar Shiltgeen"" Complex,15th horoo, Khan-Uul district /Zaisan, ""Orgil"" Marketplace, 2nd floor/
What3Words: /// splashes.duos.shuttling","Даваа - Баасан: 08:30-16:30
Бямба, Ням: Амарна","Monday - Friday: 08:30am-04:30pm
Saturday, Sunday: Сlosed",1800-1888,1,1,1,1,1,0,0,08:30:00,16:30:00,
Чойр салбар,Choir Branch,branch,салбар,"Говьсүмбэр аймаг, Сүмбэр сум, 3-р баг, 4-р байр /Онцгой байдлын газрын эсрэг талд/
3 үгт хаяг: ///товлох.цомогт.тойруу","Говьсүмбэр аймаг, Сүмбэр",сум,"Говьсүмбэр аймаг, Сүмбэр сум, 3-р",баг,///товлох.цомогт.тойруу,"Apartment 4, 3rd bag, Sumber Soum, Gobisumber aimag 
What3Words: /// feline.stopover.handstands","Даваа - Баасан: 8:30-16:30
Бямба, Ням: Амарна","Monday - Friday: 8:30am-4:30pm
Saturday, Sunday: Сlosed",1800-1888,1,1,1,1,1,0,0,08:30:00,16:30:00,
Хархорин тооцооны төв,Harhorin Branch,branch,тооцооны төв,"Хархорин сум, Ганган-Орхон баг, Эрдэнэзуугийн гудамж, ХасБанкны байр 
3 үгт хаяг: ///дахилт.зүүв.хоромд",Хархорин,сум,"Хархорин сум, Ганган-Орхон",баг,///дахилт.зүүв.хоромд,"XacBank building, Erdenezuu street, Gangan-Orkhon bag, Harhorin soum
What3Words: /// broadest.solid.jarred","Даваа - Баасан: 8:30-16:30
Бямба, Ням: Амарна","Monday - Friday: 8:30am-4:30pm
Saturday, Sunday: Сlosed",1800-1888,1,1,1,1,1,0,0,08:30:00,16:30:00,
Зүүнхараа тооцооны төв,Zuunharaa Branch,branch,тооцооны төв,"Мандал сум, 3-р баг, ХасБанкны байр
3 үгт хаяг: ///танилцах.олно.салаа",Мандал,сум,"Мандал сум, 3-р",баг,///танилцах.олно.салаа,"XacBank building, 3rd bag, Mandal soum, 
What3Words: /// spout.cooking.smirking","Даваа - Баасан: 8:30-16:30
Бямба, Ням: Амарна","Monday - Friday: 8:30am-4:30pm
Saturday, Sunday: Сlosed",1800-1888,1,1,1,1,1,0,0,08:30:00,16:30:00,
Хөтөл тооцооны төв,Hutul Branch,branch,тооцооны төв,"Сайхан сум, 2-р баг, 15-р байр
3 үгт хаяг: ///өртгөөр.хэвлэмэл.тэлж",Сайхан,сум,"Сайхан сум, 2-р",баг,///өртгөөр.хэвлэмэл.тэлж,"15th building, Central street, Sayhan soum
What3Words: /// cashews.pantomimed.kidneys","Даваа - Баасан: 8:30-16:30
Бямба, Ням: Амарна","Monday - Friday: 8:30am-4:30pm
Saturday, Sunday: Сlosed",1800-1888,1,1,1,1,1,0,0,08:30:00,16:30:00,
Тосонцэнгэл тооцооны төв,Tosontsengel Branch,branch,тооцооны төв,"Тосонцэнгэл сум, Худалдааны гудамж, ХасБанкны байр
3 үгт хаяг: ///сурсаар.бүрж.алдар",Тосонцэнгэл,сум,,,///сурсаар.бүрж.алдар,"XacBank building, Hudaldaa street, Tosontsengel soum
What3Words: /// recapture.early.geek","Даваа - Баасан: 8:30-16:30
Бямба, Ням: Амарна","Monday - Friday: 8:30am-4:30pm
Saturday, Sunday: Сlosed",1800-1888,1,1,1,1,1,0,0,08:30:00,16:30:00,
ХасБанк Төв салбар ATM,XacBank Central Branch ATM,atm,салбар,"1-р хороо, Энхтайваны өргөн чөлөө, Чингүнжавын гудамж
/Боловсролын Их Сургуулийн замын урд/",,0,1-р,хороо,,"Micro-region #1, Peace avenue, Chingunjav str. XacBank Central Branch",24 цаг,24 hour,1800-1888,1,1,1,1,1,1,1,00:00:00,23:59:00,
Баянгол Техникийн Хяналтын үзлэгийн төв,KHUSUG TRADE AUTO ONSHILGOO ATM,atm,,"29-р хороо, ТЭЦ-4-ийн зам
/Хөсөг трейд Баянгол Техникийн Хяналтын үзлэгийн төв/",,0,29-р,хороо,,KHUSUG TRADE AUTO ONSHILGOO,Даваа-Ням: 10-18 цаг,Mon-Sun: 10:00-18:00,1800-1888,1,1,1,1,1,1,1,10:00:00,18:00:00,
УБ их дэлгүүр ATM,Ulaanbaatar Department Store ATM,atm,,"4-р хороо, Энхтайваны өргөн чөлөө
/Энхтайван найрамдлын ордны замын урд/",,0,4-р,хороо,,"Micro-region #4, Peace Avenue, Ulaanbaatar Department Store",Даваа-Ням: 09-20 цаг,Mon-Sun: 9:00-20:00,1800-1888,1,1,1,1,1,1,1,09:00:00,20:00:00,
100 айл салбар ATM,XacBank 100 ail Branch ATM,atm,салбар,"10-р хороо, Цагдаагийн гудамж
/100 айл/",,0,10-р,хороо,,"Micro-region #10, Tsagdaa str, XacBank 100 ail Branch","Даваа гарагт амарна.
Бусад өдөр 10-19 цаг","Monday closed.
Tue-Sun:10:00-19:00 ",1800-1888,0,1,1,1,1,1,1,10:00:00,19:00:00,
Их-Орд лоби зарлага ATM,Ikh ord lobby,atm,,"14-р хороо, Их Орд төв
/Халдвартын эмнэлэгийн баруун талд/",,0,14-р,хороо,,"Micro-region # 14, Ikh ord tuv",Даваа-Ням: 24 цаг,Mon-Sun: 24 hour,1800-1888,1,1,1,1,1,1,1,06:00:00,23:59:00,
Хүсэл төв ATM,Khusel center ATM,atm,,"14-р хороо, Хандгайтын гудамж, 7 буудал",,0,14-р,хороо,,"Micro-region #14, Khandgait str,  7-n Buudal, Khusel center",Даваа-Ням: 08-24 цаг,Mon-Sun 08 am-12 pm,1800-1888,1,1,1,1,1,1,1,08:00:00,23:59:00,
Миний дэлгүүр ATM,Minii delguur market ATM,atm,,"14-р хороо, Бэлхийн зам, Дамбадаржаа",,0,14-р,хороо,,"Micro-region # 14, Belhi rd, Dambadarjaa, Minii delguur market",Даваа-Ням: 08-21 цаг,Mon-Sun 08:00-21:00,1800-1888,1,1,1,1,1,1,1,08:00:00,21:00:00,
И-Март Хан-Уул орлого АТМ,E-Mart Khan-Uul Express CRM-ATM,atm,атм,"15-р хороо, Стадион Оргил (17011), Их монгол улсын гудамж 71, Имарт Хан-Уул",,0,15-р,хороо,,"15th khoroo, Ikh Mongol street 71, E-Mart Khan-Uul",09:00-22:00,09:00am-10:00pm,1800-1888,1,1,1,1,1,1,1,09:00:00,22:00:00,
1-р төрөх эмнэлэг АТМ,First maternity hospital ATM,atm,атм,"1-р хороо, 1-р төрөх эмнэлэг",,0,1-р,хороо,,"1st khoroo, First maternity hospital",Даваа-Ням: 24 цаг,Mon-Sun: 24 hours,1800-1888,1,1,1,1,1,1,1,00:00:00,23:59:00,
Ачлал дэлгүүр ATM,Achlal center ATM,atm,,"14-р хороо, Ард Аюушийн өргөн чөлөө, 3-р хороолол",,0,14-р,хороо,,"Micro-region #14, Ard Ayush avenue,  District #3, Achlal center",Даваа-Ням: 10-20 цаг,Mon-Sun: 10:00-20:00 ,,1,1,1,1,1,1,1,10:00:00,20:00:00,
Цирк Авто Тээврийн Үндэсний төв,CIRCUS ATUT АТМ,atm,,"2-р хороо, 220 мянгат Цирк, АТҮТ ",,0,2-р,хороо,,"2th khoroo, 220k, Circus ATUT, 1st floor ",Даваа-Баасан 08:30-17:30 цаг,08:30-17:30 hour,1800-1888,1,1,1,1,1,0,0,08:30:00,17:30:00,
Баянгол салбар ATM,XacBank Bayangol Branch ATM,atm,салбар,"13-р хороо, Ард Аюушийн өргөн чөлөө
3-р хороолол Өргөө Кино театрын баруун талд",,0,13-р,хороо,,"Micro-region #13, Ard Ayush avenue,  District #3, XacBank Bayangol Branch",Даваа-Ням 24/7,Mon-Sun 24 hour,1800-1888,1,1,1,1,1,1,1,08:00:00,23:59:00,
Архангай Бүрэн хайпермаркет ATM,Arkhangai Buren hypermarket ATM,atm,,Архангай Цэцэрлэг хот,,0,,,,Arkhangai Tsetserleg,Даваа-Ням: 10-21 цаг,Mon-Sun 10:00-21:00 ,,1,1,1,1,1,1,1,10:00:00,21:00:00,
Старс дэлгүүр ATM,Stars Center ATM,atm,,"2-р хороо, Энхтайваны өргөн чөлөө, 
ТБД Андууд",,0,2-р,хороо,,"Micro-region #2, Peace Avenue, Stars Center",Даваа-Ням: 10-21 цаг,Mon-Sun 10:00-21:00 ,,1,1,1,1,1,1,1,10:00:00,21:00:00,
УБ Төмөр замын буудал ATM,Ulaanbaatar Railway Staion ATM,atm,,"1-р хороо, Нарны зам, Вокзал",,0,1-р,хороо,,"Micro-region #1, Narnii Rd, Ulaanbaatar Railway Staion",Даваа-Ням: 08-23 цаг,Mon-Sun 08:00-23:00,,1,1,1,1,1,1,1,08:00:00,23:00:00,
Төмөр замын эмнэлэг АТМ,Ulaanbaatar Railway Hospital ATM,atm,атм,"4-р хороо, Энхтайваны өргөн чөлөө",,0,4-р,хороо,,"Micro-region #4, Peace Avenue, Ulaanbaatar Railway Hospital",Даваа-Ням: 08-20 цаг,Mon-Sun: 08:00-20:00 ,,1,1,1,1,1,1,1,08:00:00,20:00:00,
Орхон зах ATM,Orkhon Market ATM,atm,,"19-р хороо, Энхтайваны өргөн 
Кокүшүю Тауэрын баруун талд ",,0,19-р,хороо,,"Micro-region #19, Peace Avenue, Orkhon Market","Даваа-Ням: 10-20 цаг
Пүрэв гарагт амарна","Mon-Sun: 10:00-20:00
Thu: Closed ",,1,1,1,0,1,1,1,10:00:00,20:00:00,
Ефес бөөний төв ATM,Efes market ATM,atm,,"6-р хороо, Энхтайваны өргөн чөлөө, 10-р хороолол",,0,6-р,хороо,,"Micro-region #6, Peace Avenue, District #10, Efes market",Даваа-Ням: 09-23 цаг,Mon-Sun 09:00-23:00,1800-1888,1,1,1,1,1,1,1,09:00:00,23:00:00,
Баянзүрх товчоо Сансар сүлжээ маркет АТМ,Bayanzurkh tovchoo Sansar suljee market,atm,атм,"28-р хороо, 22 товчоо",,0,28-р,хороо,," 22 tovchoo, Sansar suljee market",Даваа-Ням: 08-22 цаг,Mon-Sun: 08:00-22:00 ,,1,1,1,1,1,1,1,08:00:00,23:00:00,
